user_id,liked_product_ids
AF5E2G7QYCCRXSG3OQOUIR5HDCDQ,"['B00BXLSM0A', 'BT00CTOUNS', 'B0160LI5T0', 'B00IX1I3G6', 'B00BXLW2AQ', 'B01K8RM59S', 'B018F4M89S', 'B00JFBLZ90', 'B077W1VKH4', 'B00ADR2LV6']"
AF5IHYFFANVZEJFCQQ5OPDNVUHIA,"['B015WVW8EW', 'B01M082A8S', 'B00NFUOLJ8', 'B09Q3X5YWR', 'B075MTGSSM', 'B01CZ54AZS']"
AF5ILPBW7GZWEXJDUU5CX3RO6ZDQ,"['B00287YBAS', 'B000KQ2CWS', 'B00JST8RD6', 'B01FA14PP4']"
AF5X7LO2T3E3GHEYFEOO74WEYLWQ,"['B00KMGVAVK', 'B01AC82KQQ', 'B0190JGPZA', 'B01AYTGWA8', 'B00KQW9ZKI']"
AF67FO64FOGX3VVVHV7M2OV4ISIA,"['B003PP0CPU', 'B017HYAZBK', 'B07KVXRW1S', 'B07B9YBHHS', 'B09JPB9TXT']"
AF6DTPFZY4XFSZJJY5OW75A2VQVA,"['B00BXLW5QC', 'B00BXLUDHK', 'B00BXLW6T8', 'B01N5TMK8I', 'B01MSBQB1P', 'B00FTGTIOE', 'B07HJD9FVV', 'B07FX8QBVH', 'B07FKKBFHS']"
AF6FP5XNZKQFS7NB5WG5AAUZXATA,"['B088MMFPK9', 'B0BTQL2CSV', 'B07YWRRGSD']"
AF6KFSRDEOPD5BXQS7V3RTWV23MA,"['B00B0ZMNOU', 'B0184F8LNK', 'B07L44VWMQ', 'B09TF35W6Z', 'B07K8DLQBD']"
AF6LRE6SC2X7HXHFFE7VJHZ2SN4Q,"['B07CP1KY9M', 'B0035RQF8G', 'B07RNJY499', 'B00IX1I3G6', 'B09SHVMDY8']"
AF6NZDW7OUAOWY3AEPQXACVTEBEQ,"['B01N4885PD', 'B01N4885PD', 'B007OLPX6E', 'B01IFP0XH6', 'B07DP7GT4S', 'B0798C8T9D', 'B0791DHYTN', 'B07MSKGDJT']"
AF6SAYQAAZ6UFDCNRNULBWRBWKWA,"['B003BIGDLI', 'B00M25QLQS', 'B07CYNWTXK', 'B08Q92M4CD', 'B07XP9XKDK']"
AF6SM2ESLD534XWS7P6PFSL257CA,"['B0828W2HXQ', 'B0914JBBTV', 'B08C7BP588', 'B08JW7HYNQ', 'B08HT3RGW7', 'B0BF5G96GR', 'B09YLTJB7L']"
AF6VBVN6IB2NJFPCPR7DWFXL6NEQ,"['B01G4WLQ2I', 'B08M25N9MG', 'B07TLBTXGW']"
AF75YNY5HK5X5M75SIFXFCK6HAKA,"['B0000WM2IG', 'B000AST3AK', 'B0C5YSMG64', 'B08GNHQ165', 'B07SNQKLSQ']"
AF7BG7TF5AEFABU6CBQNAU7HOTBQ,"['B012HHANZK', 'B01BLEGKOS', 'B07MC5TBNS', 'B07MKVTGW3']"
AF7FGCIMNKJJGYWDYASRSFHUFAYA,['B01L73E3YM']
AF7HMHKRNVZFKHNQL6F5CGG5T3WQ,"['B07RNJY499', 'B00LQDAGAY', 'B0868S6KSG', 'B09MVV717N']"
AF7MX5PD3XWMXMYIYT2MEW5UE4IQ,"['B08NHZKQ37', 'B00WNCNNZM', 'B09FZR2LC5', 'B099ZBLX3Z']"
AF7XNTURXVPO55T5EP4B4DVPQPPQ,"['B07F21DN48', 'B07QN8B5VG', 'B07S7G1WPT', 'B07S6CYNBK', 'B07LGWMPL6', 'B09J5TZ7HL', 'B0914JBBTV', 'B089KCZJ4Y', 'B08BFH35VX', 'B08CJHC9ZV', 'B08CXPSYWX', 'B07THLR7RR', 'B07MZT83KK', 'B08HMLXW65', 'B08TR1MKHD', 'B076DBLG1K', 'B086TS3BKQ', 'B08KG48M5L', 'B08KFKKPBB']"
AFA367Z5MOI5XVW7IAQJS7OGXKMA,"['B07J2QZBTP', 'B08DD6BFFM', 'B08RYN11N9', 'B09KYJJ3D5', 'B09GGC6696', 'B0B6QJLY2H', 'B0B6QK5ML2', 'B0B8DZ7H5F', 'B0B3G3DCN6']"
AFA5WPUDUJPCSVFS424JKOUJ4KZA,"['B07N8RSMFC', 'B085ST7JKK', 'B07X8SNNQ9', 'B00M0YO7EO', 'B084ZLWMCP']"
AFA6YURWPOLR7Y6OWI67WH6LMV6Q,"['B00MOCS6IU', 'B0093R24T6', 'B00BXLSFXE', 'B0BW9B4YZL', 'B00AMF8MR6']"
AFAASA2WQMJCLTFNVZNL3I3PBMSA,"['B009K2BBQG', 'B00545AQSW', 'B00LHCCR92', 'B00IX1I3G6', 'B0032JTS5E', 'B09W8W65XY']"
AFAD64BC3SGKIFKIVBS4HOVWTDXQ,"['B07RNJY499', 'B01495J3MM', 'B0BWCL9WCH', 'B00314WY0G', 'B077HYLLMJ', 'B09W8W65XY']"
AFAJV2TMWBVDARZ2CINDTUUHE4PA,"['B07415F4DR', 'B00IB4BMDQ', 'B0B52FRHHK']"
AFAO36S3RNGWGMJQAL3IOGE3LL3Q,"['B00OOKDO4Q', 'B077N4CNVJ', 'B00IX1I3G6', 'B07MQK8SRP', 'B07Y36CLKX']"
AFAPUJBZJAAKCMFWRXCQ4FKXCW2Q,"['B00LOWZCFG', 'B002ZNC13O', 'B07GZ51BTP', 'B07JXZ1BJ7', 'B09YHD39BD', 'B0BKT4YYQQ']"
AFATNFWGYVVMEZWGDNLDUXRBRFLQ,"['B00L9WHU9M', 'B010U9R1CA', 'B07F3C1QG4', 'B07TLMZL3T', 'B0811YBYVR', 'B07HHZBH4X', 'B07Z938SD2', 'B07YYW1913', 'B085MCFCPL', 'B07XP7L6XC', 'B083122WRC', 'B08Y8723D6', 'B09258TP6J']"
AFB74G7T7I3UVC332XRKHCJ5TFJQ,"['B01EKSKUL6', 'B01HUX250W', 'B00R6KDDKQ', 'B0182YM4IG', 'B00Q5V41NK']"
AFBAUJJH4EXXX72IOYPMPLWANCQA,"['B07HCF6KZ1', 'B07F6QC78B', 'B07CZNN4WL', 'B07JZGQCSX', 'B07YQ7YV5K', 'B088MJYMLW']"
AFBDESPXMJP6XGW5EFKQRNZWXKBA,"['B0053Y2N30', 'B004XLDHM0', 'B00V8SRZO2', 'B000HM9LU6', 'B07NL9T1GL']"
AFC3MGQUGSAAPXXN2RY36KWAAR2A,"['B01C588W4K', 'B08GNHQ165', 'B00IX1I3G6']"
AFC7JUIIE4YP7J5STHK3POT6UQWA,"['B00A8O0D6O', 'B003BIGD40', 'B07PZ63LF4', 'B07G91C27X', 'B0BC1827VD']"
AFCAAFZZ3NUIO44RG7DIVZXA6WFQ,"['B0BXWBPVYS', 'B01N0TQ0OH', 'B0BXWBPVYS', 'B0C71KVMY9', 'B0C7TRJCL4']"
AFCAX7PF5RN6NQE2ETI7MDH7HOFA,"['B017T6CUS2', 'B01K8RK2KW', 'B077N4CNVJ', 'B00ADR2LV6', 'B01E4QP02S', 'B077N4CNVJ', 'B00CHQ7ESQ', 'B00ADR2LV6', 'B00JFBLZ90', 'B073VBZM8J', 'B09ZJ41RDW']"
AFCOEGXRB5XGUYAT7JO37HCDP5IA,"['B013GOKKW4', 'B077N4CNVJ', 'B089FQSK9G', 'B089FP54QJ']"
AFD2SYZ6L3OELGTTAK4K7CJIL4RA,"['B00290VZ2G', 'B008DJRFDA', 'B084LXHWLS', 'B07YXRTY6F', 'B07SQ8KGRQ']"
AFDCRSWD5SXZ7YXKIKZ5LHUUT5NA,"['B00K58HQRM', 'B00MFWM1YO', 'B00OPEASFO', 'B00VXEQ0WO', 'B016MNB4HQ', 'B01GDCGOJY', 'B00MZT4UEG']"
AFDPAD4YX3XG635W6GCLDXK4SDOQ,"['B00SWEOSI6', 'B0761V1GQ4', 'B073VMWHC8', 'B079L2QX2L', 'B07BGW4G39']"
AFE3S35VJ3BRZ7J7H42BDYCFOCJA,"['B005ESMGZU', 'B00DM8J2JM', 'B016JJIGPG', 'B0181LYZZU', 'B08GL1V6M2']"
AFE7XVAELVHIHWHKM6NFIVLS55YA,"['B018F4M89S', 'B00ADR2LV6', 'B07QC7JRDP', 'B076156CHB', 'B09Q17LQMJ']"
AFEABXSN7AXZUAXTXWPQ6TMYXGLA,"['B0009H7CAU', 'B0737B6HGR', 'B073PM5CWW', 'B0732DLVBM']"
AFEDALJZDM7GDE4PENGHSD5TIIMQ,"['B07SXV4YRT', 'B086VNKC7K', 'B01NBOGUCS', 'B08CJK3LDP', 'B08DVD6GXL']"
AFEOYJ3ZMSCSGSWX6N4F3VW5WUHA,"['B081K4Q6KQ', 'B00BXLSJXA', 'B09CD63CJ8', 'B09FLPJJY1', 'B00ZY6KM4E', 'B0BRQ7HMTF']"
AFERCHI7SFHY7BAPIYOLOMKS752Q,"['B09DD2LZBY', 'B0BGCHX9VP', 'B0BG9QZK3R', 'B0BDFT8DZR', 'B09XX4VR4Y']"
AFEVG476PAAYPHQQWLNZSMH6U32A,['B07Y4KTK2R']
AFFCQNWCHXTY7BANIWXLP5C2BKPA,"['B005LFNUF6', 'B06XNLTVV2', 'B00ADR2LV6', 'B01EIHP6UE']"
AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,"['B0C4HCT49Y', 'B08LGG9GSG', 'B08R58Z27X', 'B094WYSCBS']"
AFFNCKBWC6MBZ3XG4IUVJJWOREGQ,"['B018F4H5DM', 'B016PARV82', 'B01NBYGVJS', 'B00BXLVHZM', 'B07193NQ2P', 'B00ADR2LV6', 'B018F4M89S', 'B096389LWZ', 'B01B3DYSF0']"
AFFSZ5UOIOVSVZZAZZTTUFAZZD6Q,"['B016CID2JY', 'B018F4M89S', 'B00ADR2LV6', 'B071VCQVNZ', 'B01GKWESX6', 'B0091JKY0M']"
AFFTUCHGJUUAQGYCODAGZQR3JBVA,"['B007QG7G3U', 'B00899BZF8', 'B013GTLEKQ', 'B00IX1I3G6', 'B00WA6TGDE', 'B07KR17X9S', 'B079FTHP9D']"
AFGAA4ZBENVMEYKSHWZY42XZSIIA,"['B0B2NP5QQT', 'B0BYZBBDPN', 'B0B68NMQHW', 'B0B7HGJFZ8', 'B0BN4FRWNJ', 'B0BHR99GKT', 'B0BYZ86N13']"
AFGAZUHPSJNAYHGJDBXEZCZXCOOA,"['B01E9H4SZM', 'B0BM393JKR', 'B01F3896DA', 'B0B3DB5HTC', 'B07H7YQZGR', 'B07J6PW3YS']"
AFGC64J5XPOZX3GL4JZIVX66224Q,"['B00CHQ7ESQ', 'B016J1LFX4', 'B00JFBLZ90', 'B0BT85F69N', 'B077N4CNVJ', 'B01IE4300U']"
AFGDRVPCP742YM5MMLFIKZCGNNRQ,"['B09GVHT2D3', 'B086KKT3RX', 'B0C9F1F7SC', 'B0899K884D']"
AFGTYSMOWZIA5E4XSNCWK6MIWETA,"['B000X20Y4C', 'B01IAQI6MY', 'B0117LZ5ZA', 'B00NE6C2XK', 'B000QU6V2A', 'B07NNR21T5']"
AFGX3KQAZ3734AY6ZU7RVXSNLFGA,"['B08QBF8TBK', 'B08YMMLBKX']"
AFHMASYWKFSJQ73CYI2I4ZTSMIMA,"['B00O3YIABA', 'B01J0I0TQM', 'B00IX1I3G6', 'B01BKWSHHE', 'B084D3NCHT']"
AFHPJTBQYQHQXIFBAODXDAIGCGMQ,"['B07Z548TKH', 'B08ZHD696S', 'B08M5CBVWJ', 'B07G37Q51K', 'B08XJLD2YH', 'B08MF778D7', 'B08R3F946X', 'B08XLRCVKY', 'B08VDTW6V6', 'B095XW2M8L', 'B099NG1NKV', 'B08TGKJKB8', 'B0998BD871', 'B08MBJ6WPN', 'B08V1KTQWS', 'B09G95ZZR5', 'B09XF4WD3V', 'B09TWYVMZ7', 'B0C11BTB7Z', 'B00QLBCXL6', 'B0B5Q9JK15']"
AFHV3UDP7TXIE4WWSLD7ZY22QKIQ,"['B000FNKV2Y', 'B013WHR5NW', 'B06WP8H97P', 'B08XP29S76', 'B01KY6NLS2', 'B00MOCCSFW', 'B07BH3T6YJ', 'B07SN41HLV']"
AFI25MIU4RARZIKJAZUL2K5PO4TA,"['B00Y1XENQ4', 'B00OQFG1L2', 'B07RNQV8NQ', 'B0C5PR3NWJ', 'B07CT9B38C']"
AFIJLAW3HIOMRUFSWNH54IJ3XQAA,"['B0001ZI0BU', 'B00MOCSH66', 'B07GDBN9LB', 'B07S8F3LRC', 'B08J7R5HHX', 'B07WV7QLQ2', 'B01EUR8IPW', 'B08CPF22H2', 'B005AL5H9S']"
AFIKK62MRJLYYMAMPTDCZ4EJK4SQ,"['B00ND76IO4', 'B002LKPWL4', 'B09X315MXT', 'B07VHF7KQB']"
AFIVWQI2Y3CEQW5HUIDJ3WTH7PEQ,"['B00009W3HB', 'B08CSLHV3Y', 'B00W4YKCGC', 'B08SWFVR5N', 'B08SMCCWF8', 'B0897HZ1DQ']"
AFJ3PIYEFQTA5C53ZZLNWAFAQFWA,"['B00GDHVMR4', 'B00JFBLZ90', 'B06ZY3Y9BZ', 'B0108MGRAG', 'B00O4I4Y3S', 'B071X4ZX3X', 'B07JMV25V6']"
AFJBKPK5W56XWSNPQU2WW66ISWYQ,"['B07FM69672', 'B07J3GH1W1', 'B07F8PCLDV', 'B071JMGPTH', 'B07H3S8WTV', 'B07LCHCD6Q', 'B084ZHP45Y', 'B07XQKH3RY', 'B087Z9X39L', 'B087ZQK2G8', 'B0841WQNNZ', 'B08LYT4Q2X', 'B08P8BN9BZ', 'B08NPBQR9L', 'B08LZLBXYT', 'B08SQ31H8P', 'B08N6YHQXT', 'B08KHRF9NY', 'B08PLFZB89', 'B08XJWLLKQ', 'B09JZXY4YR', 'B0BP2Y6QY4']"
AFJVUOKZTH3FQS3UFLEDE3U2ABAA,"['B017MHZH9C', 'B00HNEJHSM', 'B00DM8KAHU', 'B00IX1I3G6', 'B081KSD3BK', 'B07JN814F1', 'B07MBHWXKH']"
AFK6Z4AW7CDH3IHSRAABCGTQYH6Q,"['B00BXLUFQ4', 'B07HJHK8Y5', 'B07WSYLL8Q', 'B00ADR2LV6', 'B078GWV31Z', 'B00NFX6FJO']"
AFKJONV2DHDYX2ZVSJHF6UJDM23Q,"['B01K8RK2KW', 'B07XMLDKW9', 'B07GFQ5B44', 'B0719C5P56', 'B00PG23QFI', 'B071X4ZX3X', 'B005ESMFP6', 'B01MSBQB1P', 'B018F4M89S']"
AFKMX6JZ655VPVYHBTATZQS4IBOQ,"['B08JR287K7', 'B08FJJ9GPJ', 'B09NVVMFQM', 'B09NVTMT24', 'B0C9F1F7SC', 'B0C9TTZW3K', 'B09VGPQZ7H', 'B0BYZBBDPN', 'B0B5WPJ5YL', 'B0C9TTZW3K']"
AFKX24ALWAPX366KX6DWTOBWLQAA,"['B07M9D3WYW', 'B07ZQRX7FX', 'B088LWRYJC', 'B07ZS3DKL5', 'B08FHSHWH9', 'B08YJV9YL2', 'B08CH5PC9W', 'B08QKXY1KN', 'B0921GVPDS', 'B095ND49ZW', 'B091DNNDSX', 'B095MV7N6Z', 'B094N6SBL2', 'B09DCGXDLL', 'B09DBFWN7N', 'B098GMKW8D', 'B095CG2ZV1', 'B09ZNXX417']"
AFKXOMSJRCLMDXN3SBIZ4HQSSPJQ,"['B071GQNN4G', 'B0C6695YHW', 'B09MP4QC41', 'B00ADR2LV6']"
AFKYPWDOO7RR7PHVG5CSZXUZZHVQ,"['B00BXLSJXA', 'B00ADR2LV6', 'B00BXLSYEY', 'B00O3YIABA', 'B0078EPRWM', 'B00OR547DA']"
AFL7W6SP7EEPVLUFISN23GMLQVSA,"['B01BIDPHYQ', 'B092LLM7H3', 'B09CBF2XCF', 'B005B4DY4Y', 'B099ZZ83QZ']"
AFLBMDZDIPCHMWWA7CXQXITPBJKA,"['B081N8WY8N', 'B0814SCPGC', 'B0848VJ18X', 'B083J1S8KN', 'B07YL4485K']"
AFLTIHZPDTEKTVPCO6T45SARC6JA,"['B00I0WOAI8', 'B004H3XQ0W', 'B0BW9B4YZL', 'B00M0YZ7DY']"
AFLXUC6GP2PTVHP5GHIU6FROYBTA,"['B000UW2DTE', 'B07M5M2C9V', 'B0C27QFBTS', 'B00AUDAEMQ', 'B01880VF48', 'B078MB95DR', 'B00IX1I3G6']"
AFM2XIL4K6SQP7GDY4L5OISNAVDA,"['B07GH6WX29', 'B07HJHK8Y5', 'B01MSBQB1P', 'B0719C5P56', 'B00ADR2LV6']"
AFM4KLVVHVZCSFULSHXMIQB52J3Q,"['B08KYNZLMZ', 'B004XLDE5A', 'B07P6MPLQF', 'B088TJPFLZ', 'B07VC5M525']"
AFMG3ETGHWAMFRVTTJMS4POLKQFA,"['B00UXG4WR8', 'B01ARKN8Z6', 'B07QC7JRDP']"
AFMHO73ZLBHUMB36EHB4GUFLM3SA,"['B00H4DCGDA', 'B01GFNANJS', 'B017MHZH9C', 'B00DZU7LGS', 'B0081E9HRY', 'B000NHZSKC', 'B09GHK3F4Y', 'B0B9H5NZRD', 'B00IX1I3G6', 'B075FD1RHQ', 'B00MOCL222', 'B07HJHK8Y5', 'B077N4CNVJ', 'B08FDD8GZN', 'B00FTGTIOE', 'B0BHSNBGWY']"
AFML2HBQNS73BK3APKKAXUOADROQ,"['B00BXLSYEY', 'B016CID2JY', 'B06ZY3Y9BZ', 'B07WP7H9Y6', 'B07MZSRHXY', 'B018F4M89S', 'B07V5QJ2N5', 'B018F4H5DM', 'B075SM9RWD']"
AFMLSCFS24LJUQ5HRSP27ZWNDYWQ,"['B07BXN9ZWM', 'B07RQYT93N', 'B087PJ2392', 'B08PCWTT4X', 'B08KCW7CH6', 'B008DJL130', 'B07XTHJK2S']"
AFMTB6XAI3YBCJVTOGKOFJU3LUOQ,"['B004CPCHLO', 'B07GDQPG12', 'B07S8F3GWK', 'B08BRS98SF', 'B08F7FX3RJ', 'B0872B8BFV', 'B08C73ZHQG', 'B0894N8CXV', 'B08HGZXLP6', 'B08P4YQ3K5', 'B08VMWZ7N2', 'B0B2DN2MHK']"
AFMY5CEPFKJXLHTMOJSYC4XABXOQ,"['B09ZDQ626L', 'B0BLS1VNHY', 'B0BTCN7QNV', 'B08V3174QC']"
AFMZFXBQDMMRKFBST53EEYK6DYZA,"['B08PNT3BLH', 'B0BB1CCG64', 'B0BMQDVF9Q', 'B09X23VTSQ', 'B0BLGG6S83']"
AFNABY6CUEOG6BMLDYA42FWAZLRA,"['B004W6IL04', 'B074NGD55Y', 'B07Q5GR251', 'B07Q34QCTJ', 'B00ADR2LV6']"
AFNF4DB4URJ4WEPQILRHMEPTLDFQ,"['B0BX9GK3PB', 'B0986HS57N']"
AFNRGRORFAGSB7WGANETBDDYDEAQ,"['B01KJPG2CU', 'B07S9GZZ6H', 'B081L8J1D8', 'B082DXHTX8', 'B082NKQ4ZT', 'B07VQR3W3Z', 'B07JGD2T2J', 'B0885W8GCL', 'B01EK2F1PC', 'B083C12NKM', 'B08B14WCHR', 'B08CMQHW3P', 'B083PQNHF8', 'B087FTZSZH', 'B08CKBRX11', 'B08F7877DC', 'B08DK5D9J5', 'B084GF7BSV', 'B0841WQNNZ', 'B08F4ZDVZQ']"
AFNZBMBD77LSHTTP35BZP232OHLQ,"['B087Q7L6VJ', 'B08NVH84SF', 'B078WL6VFS', 'B09HX9YY2K', 'B09D77LK8K']"
AFO4JFVHP2IUNIAM3R2HWEHDEUJA,"['B07D791VTH', 'B0C7CFZ6FQ', 'B07ND4HPHT', 'B07WVVXZG9']"
AFOKMAX2PLUBDTMSPAGH5QTGF2MA,"['B000FNJ5N0', 'B07HJD9FVV', 'B007OWOK7Q', 'B001TH7H0O', 'B009HQGFVG']"
AFOV6NCCWCKPDAWT53S3L3NA626A,"['B07CDCVFXV', 'B07HJD9FVV', 'B07FMH1YVT', 'B07S5XPLKY', 'B07GSFWPGP']"
AFPF2CONJ33FNFKOEQ2TUNWQJTFQ,"['B007WFZ0XI', 'B00L4HJX7O', 'B08MVFKSQ8', 'B0BCRFWRW8', 'B07FZ5HZLM', 'B07J2QZBTP', 'B08H6D6HJ4', 'B083KLC7XC', 'B08888PNJX', 'B07TC8K86V', 'B08HGBZLWY', 'B07SHHXSPL', 'B0132I2FDG', 'B07T3WQPRF', 'B07Y2WSGVW', 'B0851C4YPC']"
AFPF3LF4TA2BRMWPCAFENP7V5ZYA,"['B07KRSN2J1', 'B07CC9FVP6', 'B07XRFLQGT', 'B07TV55T1N', 'B08NSPR5WC']"
AFPFFQ7GZTKCLVKLZ6I6QSP2RKAA,"['B000UW2DTE', 'B00KD11NR0', 'B07P1C8QC5', 'B00BL4E3NY', 'B0C865LNXK']"
AFPFSWOQKMB23WJPUFIMHEH46BCA,"['B081M5R5L5', 'B07YB1CMFT', 'B079J6BS5S']"
AFPHRQPEYQMJH4D25CTQ6KFBFMFQ,"['B00K8ODW6M', 'B00BXLW2AQ', 'B07W1Q3DJ8', 'B00BXLSFXE', 'B00BXLVJP0', 'B07WXZW28R']"
AFQ2NTJCN4CTIJIHHCHD5TRBQ3XA,"['B00FQ4ZVOK', 'B002MAQZ1Y', 'B0B9H5NZRD', 'B01K3APJF2', 'B08GNHQ165', 'B07VNJHBY9']"
AFQ7XUI5G6YUHV3GZF7RTX6EG2YQ,"['B00BXLSI3G', 'BT00CTOUNS', 'B00BXQIGA6', 'B00FTGF3P2', 'B00BXLT0Q0', 'B00P3DU2M0']"
AFQ7ZO3NWNSSIZ2FAMR4BNAYSDKQ,"['B001EY32MO', 'B004IXYAFG', 'B07QV3TH8K', 'B06Y3WTVST', 'B01I3M7JTQ', 'B07T3FLZ2X', 'B081K4Q6KQ']"
AFQGSSPX4BFNHL2SNJTFP5L4W5ZA,"['B018KG17AW', 'B07GRF4677', 'B0042U16YI', 'B07QHWSX4M', 'B08CS5LCBT', 'B018AWNKS8', 'B08WLT1GCY']"
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,"['B01AWXGD3M', 'B06Y44MMT6', 'B07J2QZBTP', 'B07QG231LQ', 'B019O277A0', 'B07NPWK167', 'B07J1LYVHC', 'B07XF5F1X9', 'B07XG74ZQ3', 'B07TNSGHVX', 'B07ZG3V78Z', 'B0046BPTI2', 'B07Z5BW8WL', 'B0848VJ18X', 'B07RM722DH', 'B083QKQXCH', 'B07PCLLWHJ', 'B085C6RN9R', 'B0842Z95FV', 'B085SWH8RG', 'B07ZS3DKL5', 'B087LVRGN1', 'B084MFFX5B', 'B08887Z8LP', 'B07P4LLZS6', 'B08575Y9V3', 'B08BNNNMH5', 'B07DFNPVSF', 'B08WCG4JCC', 'B08CGFR74H', 'B08WCG4JCC', 'B08H2KSHZZ', 'B08J3VX89W', 'B08C71WBLC', 'B08H4SYXR4', 'B08PVH18Z6', 'B07K1LGWYB', 'B07N53XT2T']"
AFQR2E2HQKNWU2G5IXHQCMAZYIHQ,"['B001M8K5TU', 'B00M9IAVKK', 'B001HNEAXC', 'B002ZNLNL0', 'B00DM8JHTM']"
AFRC7A6LDJCKXK5UOYE6DAXC3AFQ,"['B00FTGFFOG', 'B00FTGS7QO', 'B00DNAGRVA', 'B00BXLSFXE', 'B00P3DU2M0', 'B00JFBLZ90', 'B00F2RZMEA', 'B00BXLW4Q8']"
AFREJADSLSLEMNNNUOEU33ID2XTQ,"['B00AYBL3GU', 'B08NSZ55RX', 'B07F8M1KVR', 'B075MC2ZGL']"
AFRKIAKWOTAFUPRA4BREMUOBZRWA,"['B0788PYWVK', 'B07P2K7HQD', 'B07PVH25MT', 'B07FPWYJ99', 'B08NWW2HS1']"
AFRYUVHP2U7DQCD7SJLDNX32LQ2Q,"['B01GXOYCFU', 'B00ADR2LV6', 'B0BWY9K4NR', 'B0BMG6PWGF', 'B0BT66H5P7']"
AFS63XGV7E5FAJIXL54AD4YHXX7A,"['B00ECE9NXK', 'B00Q4X2FSM']"
AFSBQJZ5KY4MZFLGF5EBPDS5DK2A,"['B007Q12FLS', 'B010SZWNP6', 'B00XDB3QTA', 'B019NBEIKY', 'B0053F7UIM']"
AFSHW2WFOQPCRNV4SNDH4NQKN6IQ,"['B0BHNSLKNZ', 'B000AST3AK', 'B074KD4PX2', 'B09C2ZW2GL', 'B073WJQ1L6', 'B01I6JG852']"
AFSKPY37N3C43SOI5IEXEK5JSIYA,"['B01M7UMAUG', 'B07J3GH1W1', 'B07GDQPG12', 'B07W397QG4', 'B07KG1TWP5', 'B07GHPCT6T', 'B08GLG6W8T', 'B08JTNQFZY', 'B07RBSLNFR', 'B086QY6T7N', 'B08P2DZB4X']"
AFTEMMCIMU62ONZHLLXEXSME4Z6Q,"['B004CJCXAU', 'B087Q3VFZG', 'B088TFMHJZ', 'B08KY7VYDS', 'B07W6LBB2H']"
AFTGAZLVONSVTDMOEGEYJOXHQYXQ,"['B00E0CVTA4', 'B07BLJS8SX', 'B00ECV2PWE', 'B01HHFUD1G']"
AFTHVBFIM5XY7EGN55CDMQA43EQA,"['B018F4H5DM', 'B00BXLW2AQ', 'B00JFBLZ90', 'B00ADR2LV6', 'B00BXLW6T8', 'B00BXLSFXE']"
AFTLUVGQWKW6XSQ5TB6UER5Q263A,"['B08F2RBJJ3', 'B08KFKKPBB', 'B093YZRFLW', 'B08JJC9594', 'B08R2MJJV3', 'B0919SX5DN', 'B08Z2TZTMY', 'B099NQM7MF', 'B098HXPSV3', 'B097Q6DQCD', 'B0932BXNKC', 'B09BR43CS5', 'B0924896KW', 'B09BN5TYK5', 'B0971V4RL1', 'B098JXHFJJ', 'B09FDZTZ8Q', 'B09766LY1D', 'B093VL2JQQ', 'B0868W34QW', 'B09GVHT2D3', 'B08RYN11N9', 'B0924GT395']"
AFTOQEL223UUVVLEQZ3O4PTCXIHQ,"['B00T2CEID2', 'B00ZSUMHUS', 'B01AGQ4MH4', 'B00BXLW2AQ', 'B00JFBLZ90', 'B072C7YZWQ', 'B0711XCWGS', 'B0719BDQT7', 'B00ADR2LV6', 'B01CY29SC2', 'B079ZYNP7M', 'B07QML5NYD']"
AFTQN4MTJHHVFM4FEXY5KT76OY4A,"['B07DDDS9R4', 'B071X4ZX3X', 'B073VBZM8J', 'B07FKKBFHS', 'B0719C5P56', 'B077N4CNVJ', 'B08D6WBXD7', 'B018Y7OGRI', 'B09NCJHDX3', 'B09V2MR177', 'B09Z2CBDDP']"
AFTRCTCX3WLLALPQOPDCVM75HLAA,"['B07RWXJM9D', 'B00BXLSYEY', 'B07XH57M99', 'B086KKT3RX']"
AFTUWE63TAJ6ZO25JBUEPZIKRA5Q,"['B01CA410KW', 'B07RNJY499', 'B01BJCLNIA', 'B09YC8YCV6', 'B07PPPJ565', 'B072V75YJP']"
AFTZWAK3ZHAPCNSOT5GCKQDECBTQ,"['B08Z3NMC77', 'B095HJFFW5', 'B0BPSLRDM6', 'B0BTLTVR1X', 'B0C36D12V2', 'B09W93B51J', 'B09XM7XGKT', 'B0B2QP5MFN', 'B0C586PNZ9', 'B0BVD2M1FH', 'B0B4D7V2HV', 'B09Y84HNCB', 'B0BB7JQV35', 'B0B7HM9LJB', 'B0BG39Y4WM', 'B09C1Q4ZQJ', 'B0BFPVHX1F', 'B0C7K7B7DX']"
AFU3RKRGB4F23XUKA4P43AEHVSTA,"['B001TH7H0O', 'B0763BMN9T', 'B00WA6TGDE', 'B06X9H9QYC', 'B00W0XFRAS']"
AFUBMCVI5J6G4F2RFQGTDRXLE6VQ,"['B00D93WF26', 'B00IJVVBG4', 'B08VHTCH61', 'B098F3314C', 'B09SW7B6MS']"
AFUEQBZGK777OQIPKCIGQKK53MDA,"['B07PNYLS9M', 'B007X0ILXS', 'B01E4QP02S', 'B00CHQ7ESQ', 'B015WOKUJ4', 'B077N4CNVJ', 'B01K6OFJ7I', 'B01IE42XY4', 'B077N4CNVJ']"
AFUKCEULW4KYMWRQCVGI6K3WTVUA,"['B07QN8CGPL', 'B07YBW9KTX', 'B0713VF172', 'B089K1JGK4', 'B08BNPWB5Q']"
